"GEO_ID","NAME","B07009_008M","B07009_009E","B07009_009M","B07009_010E","B07009_010M","B07009_011E","B07009_011M","B07009_012E","B07009_012M","B07009_013E","B07009_013M","B07009_014E","B07009_014M","B07009_015E","B07009_015M","B07009_016E","B07009_016M","B07009_017E","B07009_017M","B07009_018E","B07009_018M","B07009_019E","B07009_019M","B07009_020E","B07009_020M","B07009_021E","B07009_021M","B07009_022E","B07009_022M","B07009_023E","B07009_023M","B07009_024E","B07009_024M","B07009_025E","B07009_025M","B07009_026E","B07009_026M","B07009_027E","B07009_027M","B07009_028E","B07009_028M","B07009_029E","B07009_029M","B07009_030E","B07009_030M","B07009_031E","B07009_031M","B07009_032E","B07009_032M","B07009_033E","B07009_033M","B07009_034E","B07009_034M","B07009_035E","B07009_035M","B07009_036E","B07009_036M","B07009_001E","B07009_001M","B07009_002E","B07009_002M","B07009_003E","B07009_003M","B07009_004E","B07009_004M","B07009_005E","B07009_005M","B07009_006E","B07009_006M","B07009_007E","B07009_007M","B07009_008E"
"0500000US06067","Sacramento County, California","6225","200883","7762","316820","7936","185886","7844","95138","4620","85117","6159","9046","1965","19535","2756","30856","3135","17971","2588","7709","1294","34912","4255","3234","1130","6106","1629","13170","1932","8080","1691","4322","1129","11165","1913","950","497","2159","762","2597","899","3062","920","2397","894","7243","1733","1000","727","1254","771","1172","607","2889","1184","928","499","1045227","532","122293","6668","229937","7714","364615","7734","217888","7860","110494","5155","906790","7204","108063"
"0500000US12101","Pasco County, Florida","3879","110523","5284","104261","5172","55144","3822","30193","2679","23744","3617","2782","1067","9187","2044","7514","1707","3148","1046","1113","490","18267","3326","1848","921","5197","1378","5922","1561","3682","1180","1618","739","11400","2097","1220","537","3527","1069","3599","881","2169","898","885","547","2307","754","264","176","718","453","598","293","560","338","167","168","391093","1181","41368","3934","129152","5558","121894","4775","64703","4051","33976","2862","335375","4737","35254"
"0500000US18011","Boone County, Indiana","1247","7829","1360","9914","1379","11391","1625","6957","1322","2962","1535","526","489","413","398","712","464","1143","882","168","234","1624","667","247","221","625","345","392","292","277","267","83","151","433","313","0","198","0","198","149","134","229","200","55","94","193","199","0","198","0","198","38","65","88","149","67","121","44289","335","3759","1299","8867","1462","11205","1351","13128","1475","7330","1308","39077","1711","2986"
"0500000US26091","Lenawee County, Michigan","1433","22260","1772","18548","1316","9780","1247","4250","870","4016","1291","1046","822","1827","580","737","361","315","237","91","146","2855","658","91","130","1073","354","1162","446","229","187","300","365","315","281","7","14","212","259","85","72","11","19","0","172","171","219","125","209","46","65","0","172","0","172","0","172","68009","604","7083","1604","25418","1629","20532","1367","10335","1229","4641","1018","60652","1565","5814"
"0500000US47059","Greene County, Tennessee","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48041","Brazos County, Texas","2468","17966","2546","24411","2433","22409","2771","21130","2361","12228","2427","927","673","1716","767","3713","1159","3353","1181","2519","962","5639","1767","508","315","2119","1053","910","529","1182","688","920","651","2510","878","164","222","202","320","422","383","496","358","1226","574","2065","1549","53","77","746","889","209","345","911","725","146","249","121734","1263","15028","2486","22749","2996","29665","2774","28351","2879","25941","2686","99292","3032","13376"
"0500000US48209","Hays County, Texas","2823","31770","4239","29996","3305","30948","3644","15226","1943","7897","2282","371","415","1235","770","2979","1181","2627","952","685","338","5322","1488","690","478","1045","740","2091","857","596","379","900","512","2509","1513","37","67","197","360","1645","1305","441","499","189","292","345","385","20","40","0","228","231","365","94","120","0","228","134025","1404","11130","2957","34247","4148","36942","3828","34706","3808","17000","2031","117952","3334","10012"
"0500000US01015","Calhoun County, Alabama","1776","22955","2501","23144","2274","6571","1380","5811","1359","6430","2418","1334","736","1961","870","2393","1228","527","470","215","208","2984","1290","189","164","630","453","1264","824","741","574","160","195","645","361","0","201","181","197","238","272","75","122","151","131","115","147","81","134","34","64","0","201","0","201","0","201","79172","813","12121","1903","25761","2584","27039","2455","7914","1434","6337","1370","68998","2731","10517"
"0500000US08005","Arapahoe County, Colorado","2649","79723","4797","101624","4239","98203","3933","59646","3730","33943","3697","3050","1109","9512","2050","10468","2129","7560","1469","3353","1116","23289","2816","1042","572","4417","1314","8566","1881","6647","1355","2617","699","18173","2721","719","613","2825","855","3634","1177","7039","1709","3956","1049","2802","1016","983","616","624","475","181","145","690","485","324","239","444913","338","33304","2870","97101","4806","124473","5368","120139","4411","69896","4064","366706","5239","27510"
"0500000US18067","Howard County, Indiana","1382","17807","2050","14702","1852","7684","1484","3669","858","5269","1466","795","479","1542","777","1871","825","474","343","587","485","1895","801","558","448","504","357","450","299","237","238","146","141","860","466","55","92","389","320","256","222","119","148","41","86","0","198","0","198","0","198","0","198","0","198","0","198","57555","773","7077","1376","20242","2138","17279","1861","8514","1579","4443","1019","49531","1845","5669"
"0500000US22105","Tangipahoa Parish, Louisiana","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US25003","Berkshire County, Massachusetts","1366","24914","2085","23516","1855","16122","1789","11538","1708","6821","1730","345","280","1991","791","1755","802","1379","763","1351","672","943","536","78","114","309","332","77","117","461","316","18","32","3033","1018","71","114","785","640","932","499","742","530","503","294","189","219","0","211","0","211","0","211","189","219","0","211","93096","895","6514","1362","27999","2272","26280","2053","18893","1983","13410","1765","82110","2272","6020"
"0500000US42051","Fayette County, Pennsylvania","1259","43549","2440","21309","1883","9966","1274","5194","1069","4122","1045","329","302","1717","599","1295","545","653","396","128","127","2930","955","530","274","1246","517","803","439","53","65","298","315","1210","559","0","177","17","24","180","174","608","406","405","302","20","36","20","36","0","177","0","177","0","177","0","177","96617","394","9196","1284","46529","2222","23587","1846","11280","1361","6025","1082","88335","1664","8317"
"0500000US47113","Madison County, Tennessee","1564","18940","2164","17692","2022","9096","1601","5403","1209","4334","1087","568","431","1653","595","1371","702","381","275","361","319","1968","809","155","153","559","367","575","376","507","362","172","162","707","583","0","211","0","211","225","252","280","278","202","250","0","211","0","211","0","211","0","211","0","211","0","211","65670","844","8253","1570","21152","2206","19863","2144","10264","1650","6138","1318","58661","1882","7530"
"0500000US49057","Weber County, Utah","2050","36048","3122","52783","3232","24535","2421","10678","1403","10842","2182","1259","662","3191","946","4751","1285","1169","622","472","387","7632","1712","673","466","3574","1143","2354","928","851","518","180","173","3761","1210","284","344","739","471","2107","902","414","322","217","193","252","193","61","106","0","193","130","120","61","101","0","193","159230","818","14976","2350","43552","3311","62125","3499","27030","2514","11547","1455","136743","3170","12699"
"0500000US53007","Chelan County, Washington","1827","13240","1951","13678","1865","7846","1449","4889","1107","2399","992","659","491","645","367","628","348","271","289","196","224","2918","1090","219","182","1080","652","838","573","239","227","542","433","386","265","34","57","186","166","166","175","0","204","0","204","125","117","24","42","0","204","39","65","0","204","62","85","53291","780","8746","1751","15151","1928","15349","1776","8356","1554","5689","1282","47463","1512","7810"
