FIPS,County Name,State,Size,Pop 2012,Pop 2013,Pop 2014,Pop 2015,GDP 2012,GDP 2013,GDP 2014,GDP 2015,GDP/capita 2012,GDP/capita 2013,GDP/capita 2014,GDP/capita 2015,% Change (2012-2015),% Change (2014-2015),Add Zero FIPS
26049,Genesee,MI,Medium,418054,415489,412673,410249,11645065,12560121,12817644,13446620,27855.40863,30229.731710000004,31060.04997,32776.72828,17.7%,5.5%,026049
45079,Richland,SC,Medium,393239,397006,400543,406101,20953223,21651717,22487122,23401426,53283.684989999994,54537.50573,56141.592789999995,57624.6451,8.1%,2.6%,045079
33011,Hillsborough,NH,Medium,402715,403371,405062,406009,23146974,24001780,24277308,26005149,57477.30777000001,59502.988560000005,59934.795170000005,64050.67129,11.4%,6.9%,033011
12115,Sarasota,FL,Medium,386647,390270,396779,405148,12664635,13962639,14878397,15773229,32755.032369999997,35776.86986,37497.9447,38932.017439999996,18.9%,3.8%,012115
04021,Pinal,AZ,Medium,381910,384258,394004,404069,6093707,6206936,6317431,6430319,15955.8718,16153.04301,16033.92605,15913.913219999999,-0.3%,-0.7%,04021
41005,Clackamas,OR,Medium,382766,387279,393355,399825,15937531,16307579,16910073,18464205,41637.79176,42108.09003,42989.34296,46180.71656,10.9%,7.4%,041005
55133,Waukesha,WI,Medium,392669,393887,395078,395842,33171624,34821308,35055173,30218248,84477.31805,88404.30885,88729.7521,76339.16562999999,-9.6%,-14.0%,055133
05119,Pulaski,AR,Medium,388738,391068,392434,393107,26338703,27443971,28061742,29087938,67754.38213,70176.97945,71506.90817000001,73994.9632,9.2%,3.5%,05119
22071,Orleans,LA,Medium,370080,379125,384763,390711,22929445,21881371,22268658,22748073,61958.076629999996,57715.45269,57876.29788,58222.24867000001,-6.0%,0.6%,022071
45019,Charleston,SC,Medium,364921,371986,379912,389329,23299716,25145542,26021495,27574878,63848.65765,67598.08702,68493.48007,70826.67358,10.9%,3.4%,045019
29183,St. Charles,MO,Medium,369057,374327,379911,385038,11604284,12311902,13077096,13758667,31443.06706,32890.76663,34421.4724,35733.27048,13.6%,3.8%,029183
36071,Orange,NY,Medium,374183,375151,376034,377544,13046394,13463826,13972436,14559612,34866.34615,35889.08466,37157.37407,38564.01373,10.6%,3.8%,036071
39017,Butler,OH,Medium,370432,371017,373388,375569,14592628,14964269,16199029,16576993,39393.54051,40333.10873,43383.90361,44138.34209,12.0%,1.7%,039017
39151,Stark,OH,Medium,374863,375025,375549,374719,13826188,14737949,15605830,15573921,36883.309369999995,39298.577430000005,41554.710569999996,41561.59949,12.7%,0.0%,039151
51107,Loudoun,VA,Medium,338275,350858,362874,374697,20965386,21645607,22695870,24236374,61977.34387999999,61693.35457999999,62544.76761,64682.5942,4.4%,3.4%,051107
06061,Placer,CA,Medium,360569,365822,369727,373469,15998697,17233850,18444361,20215463,44370.69465,47109.93325,49886.43242,54128.89155,22.0%,8.5%,06061
34021,Mercer,NJ,Medium,370419,372337,372974,373104,29268157,28606914,28730849,30147722,79013.64941,76830.70444,77031.77433,80802.46257999999,2.3%,4.9%,034021
37067,Forsyth,NC,Medium,357937,361000,364956,367922,22250396,21753065,22307520,22792843,62162.88341,60257.79777999999,61123.86151,61950.20412,-0.3%,1.4%,037067
18003,Allen,IN,Medium,360641,363170,365084,367630,17062793,16960237,18500453,19408933,47312.40486,46700.5452,50674.510519999996,52794.74744,11.6%,4.2%,018003
12081,Manatee,FL,Medium,334012,342116,351401,363059,9416587,10010431,10932304,11968028,28192.36135,29260.341519999998,31110.622910000002,32964.41625,16.9%,6.0%,012081
26161,Washtenaw,MI,Medium,351333,354714,358635,361815,19037116,19891885,20404267,21506713,54185.391070000005,56078.657739999995,56894.24345,59441.18679,9.7%,4.5%,026161
41039,Lane,OR,Medium,354486,355041,357564,361721,12571949,12958485,13420936,14436042,35465.29059,36498.55932,37534.36028,39909.32791,12.5%,6.3%,041039
42077,Lehigh,PA,Medium,354920,355634,358126,360505,19224736,20473260,22976374,24320443,54166.39242999999,57568.34273,64157.235160000004,67462.1517,24.5%,5.2%,042077
48355,Nueces,TX,Medium,347848,352781,356452,360437,18320935,19726707,19667992,20594204,52669.36995,55917.713820000004,55177.11221,57136.76454,8.5%,3.6%,048355
12021,Collier,FL,Medium,332556,339483,348216,357194,11208684,12471014,14313712,16124953,33704.65125,36735.31222,41105.84235,45143.403860000006,33.9%,9.8%,012021
42129,Westmoreland,PA,Medium,362891,360804,358962,356995,11856398,12247134,13244876,13207858,32672.06406,33944.00838,36897.71062,36997.31929,13.2%,0.3%,042129
47065,Hamilton,TN,Medium,345693,348919,350602,353748,20592625,20875131,22060286,23511577,59569.1119,59828.014520000004,62921.164170000004,66464.19768,11.6%,5.6%,047065
01089,Madison,AL,Medium,342554,346373,349596,352740,20870718,21295108,21912531,22603378,60926.79694,61480.27704,62679.58157,64079.42961,5.2%,2.2%,01089
48039,Brazoria,TX,Medium,324433,330170,337782,345738,12523572,13492746,14005507,14258470,38601.41231,40866.056880000004,41463.15375,41240.67936,6.8%,-0.5%,048039
27003,Anoka,MN,Medium,336135,339235,342088,344514,11254388,11848471,12396757,13004961,33481.74989,34927.02994,36238.502960000005,37748.715580000004,12.7%,4.2%,027003
12083,Marion,FL,Medium,334004,335274,338368,342757,7009583,6995538,7420360,7956019,20986.52411,20865.137169999998,21929.85152,23211.83521,10.6%,5.8%,012083
48027,Bell,TX,Medium,324989,327150,330248,336094,14196434,14105404,14318149,15023972,43682.81388,43116.01406,43355.7478,44701.69655,2.3%,3.1%,048027
51041,Chesterfield,VA,Medium,323986,327879,332425,335251,14291711,14976154,15710904,16926294,44112.12522,45675.85603,47261.49959,50488.42211,14.5%,6.8%,051041
49011,Davis,UT,Medium,315911,322306,328778,334834,10710759,11726666,12092467,12469597,33904.35597,36383.64163,36780.03699,37241.13143,9.8%,1.3%,049011
34035,Somerset,NJ,Medium,328588,331029,332345,333399,28874159,31317044,35969463,39316011,87873.44334,94605.13731,108229.2888,117924.8018,34.2%,9.0%,034035
08069,Larimer,CO,Medium,310521,315859,323673,332840,11615652,13985413,14620327,15506863,37406.97731,44277.39276,45170.054339999995,46589.54152,24.5%,3.1%,08069
37051,Cumberland,NC,Medium,330224,333273,332721,331752,16329966,16493359,17076111,17862881,49451.178589999996,49489.03452,51322.61264,53844.07931,8.9%,4.9%,037051
41047,Marion,OR,Medium,319603,321418,324461,329335,11216335,11845934,12891016,14040142,35094.5861,36855.22902,39730.55621,42631.794369999996,21.5%,7.3%,041047
12069,Lake,FL,Medium,303833,308146,315780,325699,6230532,6422689,6882927,7452383,20506.4361,20843.00624,21796.5894,22881.19706,11.6%,5.0%,012069
36087,Rockland,NY,Medium,318065,320664,323072,325655,18159993,17752242,19103925,20909765,57095.22582000001,55360.88242,59132.09749,64208.33397000001,12.5%,8.6%,036087
51087,Henrico,VA,Medium,315830,319197,322391,324732,22947331,24350620,25040253,26571356,72657.22382,76287.12049,77670.44676,81825.49302000001,12.6%,5.3%,051087
12097,Osceola,FL,Medium,289194,299735,311748,324189,8448758,8156393,8652272,9207981,29214.8454,27212.01395,27754.057760000003,28403.12595,-2.8%,2.3%,012097
08035,Douglas,CO,Medium,298446,305944,314250,321484,13808387,13103423,14559310,15286731,46267.62295,42829.481869999996,46330.34208,47550.51884,2.8%,2.6%,08035
48167,Galveston,TX,Medium,301059,306662,313609,321305,12106748,13102231,11735766,12827068,40213.8717,42725.31647,37421.64925,39921.78148,-0.7%,6.7%,048167
42079,Luzerne,PA,Medium,321154,319745,319206,318013,12970235,14433326,14502494,15897603,40386.34113,45140.11478,45433.02444,49990.41863,23.8%,10.0%,042079
08013,Boulder,CO,Medium,305028,309749,312505,317968,21331648,20138703,22085692,24023553,69933.40939,65016.20021,70673.08363,75553.36701,8.0%,6.9%,08013
29510,St. Louis (Independent City),MO,Medium,319363,318575,317732,316257,32977362,32558993,33254696,31058988,103259.8078,102201.9713,104662.722,98208.06496,-4.9%,-6.2%,029510
21067,Fayette,KY,Medium,305303,308591,310886,315055,18104313,18931815,19499053,20717648,59299.49264,61349.213039999995,62720.910560000004,65758.82941,10.9%,4.8%,021067
24027,Howard,MD,Medium,299552,304210,307784,312400,21505356,21972345,22958396,23643566,71791.72898,72227.55662,74592.55842,75683.62996,5.4%,1.5%,024027
12033,Escambia,FL,Medium,303467,306767,308103,309529,12227760,12805754,13065102,13417598,40293.54098,41744.23585,42404.98145,43348.43585,7.6%,2.2%,012033
45051,Horry,SC,Medium,281567,289055,297963,309205,10978255,11338700,11748319,12569153,38989.84966,39226.79075,39428.78478,40649.90217,4.3%,3.1%,045051
18057,Hamilton,IN,Medium,289599,296789,302828,308774,14749743,14628170,16818708,17452610,50931.60888,49288.11378,55538.81411,56522.27843,11.0%,1.8%,018057
36001,Albany,NY,Medium,306206,307414,308195,308598,24791703,26168460,27860302,28447555,80964.13199,85124.4901,90398.29329,92183.21246,13.9%,2.0%,036001
17111,McHenry,IL,Medium,308170,307607,307555,307960,9128138,9350524,9668140,9739697,29620.462730000003,30397.630739999997,31435.48308,31626.50019,6.8%,0.6%,017111
31109,Lancaster,NE,Medium,293667,297528,302852,306500,15608741,16455814,17424514,18214378,53151.1576,55308.455,57534.74965,59427.008160000005,11.8%,3.3%,031109
39093,Lorain,OH,Medium,301637,302908,304313,305291,9349140,9428895,10086555,10872861,30994.6724,31127.91673,33145.330630000004,35614.74462,14.9%,7.5%,039093
33015,Rockingham,NH,Medium,297782,298993,300962,302156,16887402,17556529,18669031,19604539,56710.620520000004,58718.86298,62031.189979999996,64882.17676,14.4%,4.6%,033015
37063,Durham,NC,Medium,282996,288960,295462,301174,32588544,34666234,35571964,38710102,115155.4934,119968.9715,120394.379,128530.6899,11.6%,6.8%,037063
42095,Northampton,PA,Medium,299171,299194,299882,300466,10402557,10905658,11440716,11697094,34771.27462,36450.12266,38150.72595,38929.84231,12.0%,2.0%,042095
48303,Lubbock,TX,Medium,286076,289611,294610,298463,10743415,11127751,11441991,11860634,37554.40862,38423.09512,38837.755,39739.04303,5.8%,2.3%,048303
02020,Anchorage Municipality,AK,Medium,298520,301081,300296,298018,27571441,27111054,26255616,24240994,92360.44821,90045.71527,87432.45331,81340.70425,-11.9%,-7.0%,02020
12111,St. Lucie,FL,Medium,283189,285708,290594,297929,5965363,6114134,6455883,7030683,21064.95309,21399.9398,22216.16069,23598.51844,12.0%,6.2%,012111
47149,Rutherford,TN,Medium,274124,280914,288608,297920,11460376,12201030,13054789,13670819,41807.2697,43433.32835,45233.635239999996,45887.55035,9.8%,1.4%,047149
45083,Spartanburg,SC,Medium,288388,290657,293283,296801,10981803,11331459,11747192,12645781,38079.95825,38985.673839999996,40054.11838,42606.935289999994,11.9%,6.4%,045083
36027,Dutchess,NY,Medium,297423,296922,296058,295309,11412358,12048629,12177600,12547096,38370.79849,40578.43137,41132.4808,42488.024410000005,10.7%,3.3%,036027
34015,Gloucester,NJ,Medium,289912,290151,291151,291651,10403688,10665484,11428550,13726795,35885.67565,36758.391319999995,39252.9993,47065.82525,31.2%,19.9%,034015
23005,Cumberland,ME,Medium,283837,285624,287477,289361,18833265,19305877,20381164,20821307,66352.39592000001,67591.92855,70896.67695,71956.16202999999,8.4%,1.5%,023005
29077,Greene,MO,Medium,280365,283588,285271,287250,13139456,13143024,14253332,15734936,46865.53599999999,46345.48712,49964.181430000004,54777.84507999999,16.9%,9.6%,029077
17201,Winnebago,IL,Medium,292049,290883,288670,287141,12387187,12432567,13197550,13404205,42414.75574,42740.782380000004,45718.46745,46681.61287,10.1%,2.1%,017201
13051,Chatham,GA,Medium,276503,277963,282858,286819,13440614,14286886,15418409,16146221,48609.28815,51398.51707,54509.36159,56294.112310000004,15.8%,3.3%,013051
12073,Leon,FL,Medium,283642,281940,283931,286211,12520108,12749586,13099813,13400767,44140.52926,45220.91934,46137.31153,46821.28569,6.1%,1.5%,012073
26065,Ingham,MI,Medium,282631,282926,284204,285674,13602604,13529274,14401528,15183599,48128.49263,47819.12585,50673.20657,53150.09066,10.4%,4.9%,026065
08123,Weld,CO,Medium,263754,269804,275584,284382,9667115,9673804,11093763,11321953,36652.01286,35854.931730000004,40255.468389999995,39812.4811,8.6%,-1.1%,08123
45063,Lexington,SC,Medium,269770,273301,277432,281582,8550335,9021852,9405563,10009857,31694.906769999998,33010.68053,33902.22829,35548.63947,12.2%,4.9%,045063
26139,Ottawa,MI,Medium,270411,273848,277303,280439,11742021,11885166,12558609,13422502,43422.86741,43400.594489999996,45288.39933,47862.46563,10.2%,5.7%,026139
06079,San Luis Obispo,CA,Medium,274378,275973,278534,280402,12511046,13671674,14263078,15465878,45597.84677,49539.89702,51207.67303,55156.09017999999,21.0%,7.7%,06079
42049,Erie,PA,Medium,281503,280647,279351,278111,10298979,10432004,10793540,10754863,36585.68115,37171.26497,38637.91431,38671.116930000004,5.7%,0.1%,042049
06087,Santa Cruz,CA,Medium,266794,269395,271529,274299,10606613,11470118,12004609,12443650,39755.81535,42577.323260000005,44211.14872,45365.27658,14.1%,2.6%,06087
13063,Clayton,GA,Medium,265777,264511,267405,273675,12287593,12441695,13032225,14472569,46232.71765,47036.58827,48735.90621,52882.32027,14.4%,8.5%,013063
40027,Cleveland,OK,Medium,266014,269682,269577,273549,7140552,7504913,7699752,7898409,26842.767669999997,27828.750160000003,28562.347680000003,28873.83613,7.6%,1.1%,040027
42043,Dauphin,PA,Medium,269940,271420,272219,273176,19000492,19989528,21292028,22548708,70387.83433,73647.9552,78216.53889,82542.7856,17.3%,5.5%,042043
34001,Atlantic,NJ,Medium,275732,275954,274842,273088,12344270,12771069,12763296,12577546,44769.08737,46279.702410000005,46438.666580000005,46056.75094,2.9%,-0.8%,034001
09011,New London,CT,Medium,274280,273388,271864,270266,17202894,17053057,17329815,18049470,62720.19105,62376.75758,63744.42736,66784.09419,6.5%,4.8%,09011
48479,Webb,TX,Medium,259964,263962,267168,269795,7488091,7622403,8178137,8462950,28804.338289999996,28876.895160000004,30610.46607,31368.075760000003,8.9%,2.5%,048479
18141,St. Joseph,IN,Medium,266373,266931,267733,268356,11789460,11905808,12522521,12384252,44259.21546,44602.5677,46772.42253,46148.593660000006,4.3%,-1.3%,018141
53067,Thurston,WA,Medium,258421,261798,264969,268148,9563923,9917787,10463740,10461672,37009.07821,37883.35663,39490.430960000005,39014.54421,5.4%,-1.2%,053067
06047,Merced,CA,Medium,261407,262712,265281,267406,6707751,7281504,7923554,7851279,25660.18125,27716.67834,29868.531860000003,29360.89317,14.4%,-1.7%,06047
17119,Madison,IL,Medium,268027,267218,266526,265994,9731724,9652820,10339840,9917864,36308.745010000006,36123.38989,38794.86429,37286.04405,2.7%,-3.9%,017119
17163,St. Clair,IL,Medium,268614,266756,265591,264217,9808778,9695933,9997648,9887075,36516.25753,36347.57231,37643.02254,37420.28333,2.5%,-0.6%,017163
06041,Marin,CA,Medium,256381,258856,261007,261718,17934235,18541744,20279871,21128072,69951.49797000001,71629.57011,77698.5713,80728.38704,15.4%,3.9%,06041
26077,Kalamazoo,MI,Medium,255085,256956,258626,259525,10663057,11363006,12250929,13391797,41801.97581,44221.602139999995,47369.28615,51601.18293,23.4%,8.9%,026077
12001,Alachua,FL,Medium,251654,252704,255809,259525,11429757,11581273,11713898,11912080,45418.53895,45829.4012,45791.57887,45899.54725,1.1%,0.2%,012001
53035,Kitsap,WA,Medium,254306,252434,253381,259175,9275393,9553486,10279274,10573992,36473.35493,37845.4804,40568.44831,40798.65728,11.9%,0.6%,053035
55009,Brown,WI,Medium,252761,254264,256243,257875,15017732,14797769,15842664,16843441,59414.75147999999,58198.44335,61826.719170000004,65316.30052999999,9.9%,5.6%,055009
48245,Jefferson,TX,Medium,251458,253022,252708,254889,21704922,23075937,20856067,23039857,86316.29139,91201.30661,82530.29979,90391.72738,4.7%,9.5%,048245
37021,Buncombe,NC,Medium,243741,246948,249302,252149,10005423,10329896,10770917,11242160,41049.4049,41830.24766,43204.294389999995,44585.38404,8.6%,3.2%,037021
22017,Caddo,LA,Medium,257364,255255,252789,251577,14431406,15289655,15133533,14287805,56073.910879999996,59899.531839999996,59866.263960000004,56792.96995,1.3%,-5.1%,022017
05007,Benton,AR,Medium,234315,238902,244192,251016,10704104,11819897,12578216,13042838,45682.53846,49475.92318,51509.53348,51960.1858,13.7%,0.9%,05007
27163,Washington,MN,Medium,243733,246112,248699,250760,7112398,7415119,7790967,7909268,29181.10391,30129.042869999997,31326.89315,31541.186789999996,8.1%,0.7%,027163
45091,York,SC,Medium,234156,238702,244542,250640,8243587,8912002,9590665,10254909,35205.53392,37335.26322,39218.886739999994,40914.89387,16.2%,4.3%,045091
24025,Harford,MD,Medium,248585,248969,249430,249661,9949727,10441426,10761675,11219132,40025.45206,41938.65903,43145.07076,44937.4632,12.3%,4.2%,024025
22103,St. Tammany,LA,Medium,239139,242074,245511,249320,8605272,8763413,10942506,10803455,35984.39401,36201.38057,44570.328819999995,43331.68218,20.4%,-2.8%,022103
53077,Yakima,WA,Medium,246428,246809,247064,248006,8309913,8397874,8535072,8731019,33721.46428,34025.80133,34545.99618,35204.870039999994,4.4%,1.9%,053077
51710,Norfolk (Independent City),VA,Medium,246160,245601,246574,246352,20659234,21032188,21655931,22852053,83926.03997,85635.59595,87827.30945,92761.79207000001,10.5%,5.6%,051710
42041,Cumberland,PA,Medium,239268,241200,243596,246244,12971265,13107097,13620910,13837483,54212.28497000001,54341.19817999999,55915.98384,56194.19356,3.7%,0.5%,042041
24021,Frederick,MD,Medium,239770,241363,243776,245482,10487679,11107543,12145703,13041702,43740.58056,46020.0735,49823.21065,53126.91766,21.5%,6.6%,024021
48309,McLennan,TX,Medium,239292,241406,243091,245368,9951790,11027582,11720727,11393057,41588.47768,45680.645880000004,48215.38848,46432.529910000005,11.6%,-3.7%,048309
28049,Hinds,MS,Medium,247881,246127,245136,243665,12417207,12505353,12672802,12864912,50093.41983,50808.53787,51697.02532,52797.5376,5.4%,2.1%,028049
49057,Weber,UT,Medium,236342,238222,240219,242978,7961200,7908310,8376270,8969078,33685.08348,33197.2278,34869.30676,36913.12794,9.6%,5.9%,049057
22055,Lafayette,LA,Medium,227197,231418,235834,239665,18011713,17878421,17577882,16053405,79277.95261000001,77255.9654,74534.97799,66982.68416,-15.5%,-10.1%,022055
13057,Cherokee,GA,Medium,220773,224487,230396,235424,4188950,4521718,4978816,5417044,18974.014030000002,20142.449230000002,21609.81961,23009.735630000003,21.3%,6.5%,013057
29047,Clay,MO,Medium,227568,230356,233094,235253,9028465,9657890,10071152,10571932,39673.70193,41925.93204,43206.39742,44938.56401,13.3%,4.0%,029047
