year,FIPS,Name of Area,State/U.S.-Abbreviation (USPS),Area Total:,% Area Total: Area (Land),% Area Total: Area (Water),Total Population,Population Density (Per Sq. Mile),% Total Population: Male,% Total Population: Female,% Total Population: Under 18 Years,% Total Population: 18 to 34 Years,% Total Population: 35 to 64 Years,% Total Population: 65 and Over,% Total Population: White Alone,% Total Population: Black or African American Alone,% Total Population: American Indian and Alaska Native Alone,% Total Population: Asian Alone,% Total Population: Native Hawaiian and Other Pacific Islander Alone,% Total Population: Some Other Race Alone,% Total Population: Two or More Races,% Population 15 Years and Over: Never Married,% Population 15 Years and Over: Now Married (Not Including Separated),% Population 15 Years and Over: Separated,% Population 15 Years and Over: Widowed,% Population 15 Years and Over: Divorced,Households:,% Households: Family Households,% Households: Family Households: Married-Couple Family,% Households: Family Households: Other Family,"% Households: Family Households: Other Family: Male Householder, No Wife Present","% Households: Family Households: Other Family: Female Householder, No Husband Present",% Households: Nonfamily Households,% Households: Nonfamily Households: Male Householder,% Households: Nonfamily Households: Female Householder,Occupied Housing Units,% Occupied Housing Units: 1-Person Household,% Occupied Housing Units: 2-Person Household,% Occupied Housing Units: 3-Person Household,% Occupied Housing Units: 4-Person Household,% Occupied Housing Units: 5-Person Household,% Occupied Housing Units: 6-Person Household,% Occupied Housing Units: 7-or-More Person Household,% Households: Unmarried-Partner Households,% Households: Unmarried-Partner Households: Same Sex Partners,% Households: Unmarried-Partner Households: Same Sex Partners: Male Householder and Male Partner,% Households: Unmarried-Partner Households: Same Sex Partners: Female Householder and Female Partner,% Households: Unmarried-Partner Households: Opposite Sex Partners,% Households: Unmarried-Partner Households: Opposite Sex Partners: Male Householder and Female Partner,% Households: Unmarried-Partner Households: Opposite Sex Partners: Female Householder and Male Partner,% Households: All Other Households,Average Household Size,Gini Index,% Civilian Population 18 Years and Over: Veteran,% Civilian Population 18 Years and Over: Veteran: 18 to 64 Years,% Civilian Population 18 Years and Over: Veteran: 65 Years and Over,% Civilian Population 18 Years and Over: Nonveteran,% Civilian Population 18 Years and Over: Nonveteran: 18 to 64 Years,% Civilian Population 18 Years and Over: Nonveteran: 65 Years and Over
2018,27023,Chippewa County,mn,587.7625,98.87,1.13,12010,20.66739,49.62,50.38,23.22,19.25,37.02,20.51,90.88,0.68,1.85,0.92,1.14,3.64,0.88,25.36,55.35,1.39,7.42,10.48,5098,63.75,51.12,12.63,3.32,9.32,36.25,18.87,17.38,5098,32.19,38.33,13.95,6.79,6.0,1.65,1.1,6.34,0.04,0.04,0.0,6.3,3.9,2.39,93.66,2.3,0.4185,9.28,3.69,5.6,90.72,69.6,21.11
2018,27025,Chisago County,mn,442.3837,93.79,6.21,54727,131.9026,51.77,48.23,23.13,19.79,42.68,14.4,95.29,1.28,0.46,1.01,0.03,0.28,1.65,27.66,56.9,0.77,5.11,9.55,20102,73.27,60.04,13.22,4.71,8.51,26.73,13.94,12.79,20102,20.78,38.18,15.89,14.21,7.2,2.48,1.24,7.69,0.1,0.08,0.02,7.59,3.33,4.25,92.31,2.63,0.3572,9.4,5.13,4.27,90.6,76.13,14.47
2018,27027,Clay County,mn,1052.652,99.29,0.71,62801,60.08525,49.38,50.62,24.13,29.45,33.56,12.86,90.79,3.1,1.63,1.02,0.02,0.58,2.86,36.07,51.21,0.75,4.48,7.48,23782,63.86,52.01,11.85,3.91,7.94,36.14,17.28,18.86,23782,27.9,33.38,14.66,14.89,6.08,2.11,0.98,6.66,0.22,0.07,0.16,6.44,2.85,3.59,93.34,2.48,0.4139,6.71,3.08,3.64,93.29,79.95,13.34
2018,27029,Clearwater County,mn,1029.7939999999999,96.98,3.02,8812,8.823195,51.11,48.89,24.85,16.95,38.13,20.06,85.97,0.39,8.49,0.44,0.02,0.17,4.52,27.59,52.49,0.67,8.4,10.86,3458,64.31,51.74,12.58,4.68,7.89,35.69,18.71,16.98,3458,30.77,38.43,11.71,8.7,5.26,3.53,1.59,6.48,0.0,0.0,0.0,6.48,3.67,2.81,93.52,2.51,0.4636,11.81,4.67,7.14,88.19,68.63,19.56
2018,27031,Cook County,mn,1452.381,100.0,0.0,5311,3.6567540000000003,49.56,50.44,15.36,15.95,42.08,26.61,86.88,0.45,8.72,0.88,0.0,1.0,2.07,19.37,63.43,1.18,5.18,10.84,2699,63.62,52.8,10.82,2.89,7.93,36.38,23.68,12.71,2699,27.86,46.05,8.34,8.82,5.74,1.56,1.63,6.48,0.0,0.0,0.0,6.48,3.85,2.63,93.52,1.94,0.4307,8.74,2.51,6.23,91.26,66.05,25.21
2018,27033,Cottonwood County,mn,648.5637,98.68,1.32,11372,17.769479999999998,49.79,50.21,24.23,17.23,36.06,22.48,89.77,0.75,0.33,3.5,0.23,3.96,1.47,22.85,59.53,0.64,7.64,9.34,4850,65.05,53.28,11.77,4.49,7.28,34.95,18.21,16.74,4850,32.45,34.82,11.32,10.89,5.63,3.51,1.38,6.06,0.02,0.02,0.0,6.04,2.74,3.3,93.94,2.28,0.4051,8.84,3.24,5.61,91.16,67.1,24.06
2018,27035,Crow Wing County,mn,1156.55,86.32,13.68,63855,63.959630000000004,50.06,49.94,21.94,18.19,38.42,21.45,96.05,0.75,0.96,0.41,0.0,0.13,1.71,25.27,56.06,0.74,6.21,11.72,26684,65.67,52.93,12.74,4.49,8.25,34.33,16.66,17.67,26684,28.08,41.7,12.7,10.33,4.68,1.71,0.8,7.66,0.16,0.03,0.13,7.5,4.17,3.33,92.34,2.36,0.4527,10.78,4.42,6.36,89.22,68.04,21.18
2018,27037,Dakota County,mn,586.8234,95.84,4.16,418201,743.55,49.24,50.76,24.69,21.2,40.99,13.11,82.59,5.92,0.31,4.73,0.05,2.92,3.48,29.43,55.19,0.91,4.25,10.22,160144,69.4,54.82,14.58,4.23,10.35,30.6,13.22,17.38,160144,24.58,34.71,16.39,15.26,6.2,1.92,0.95,6.61,0.15,0.07,0.09,6.45,3.01,3.44,93.39,2.59,0.4135,7.38,3.65,3.73,92.62,78.92,13.7
2018,27039,Dodge County,mn,439.587,99.93,0.07,20582,46.85415,50.21,49.79,26.67,19.17,40.13,14.03,95.57,0.24,0.44,0.81,0.01,1.53,1.4,26.34,59.25,0.95,4.45,9.01,7711,74.01,59.47,14.54,5.64,8.9,25.99,14.45,11.54,7711,22.11,36.6,14.52,16.76,5.24,4.02,0.75,6.5,0.05,0.03,0.03,6.45,3.72,2.72,93.5,2.65,0.3795,8.43,4.45,3.98,91.57,76.41,15.16
2018,27041,Douglas County,mn,720.0051,88.44,11.56,37203,58.42606,50.01,49.99,21.44,18.85,37.71,22.0,96.95,0.48,0.31,0.3,0.0,0.58,1.39,22.26,61.88,0.81,6.19,8.87,16395,65.15,56.04,9.11,3.38,5.73,34.85,17.69,17.16,16395,29.48,40.41,10.76,10.69,6.19,1.74,0.74,5.42,0.16,0.15,0.02,5.25,3.13,2.12,94.58,2.23,0.4411,9.31,3.38,5.93,90.69,68.61,22.08
2018,27043,Faribault County,mn,721.9045,98.69,1.31,13896,19.503770000000003,50.01,49.99,22.06,16.58,38.78,22.58,97.43,0.18,0.23,0.28,0.0,0.42,1.45,23.14,56.22,0.66,8.78,11.2,6115,62.96,50.97,11.99,4.55,7.44,37.04,17.63,19.41,6115,32.85,39.31,11.89,8.85,4.28,1.93,0.88,5.67,0.03,0.03,0.0,5.64,2.99,2.65,94.33,2.22,0.4317,10.23,4.19,6.04,89.77,66.83,22.94
2018,27045,Fillmore County,mn,862.0898,99.91,0.09,20888,24.251820000000002,50.23,49.77,24.43,17.16,38.11,20.31,97.86,0.49,0.04,0.51,0.01,0.24,0.84,20.84,63.0,0.75,6.72,8.69,8595,68.41,58.81,9.6,3.72,5.88,31.59,14.88,16.71,8595,26.86,39.14,12.13,11.69,5.5,3.21,1.45,5.74,0.09,0.06,0.03,5.64,2.9,2.75,94.26,2.38,0.406,8.8,3.23,5.57,91.2,69.9,21.3
2018,27047,Freeborn County,mn,722.421,97.9,2.1,30526,43.16025,49.85,50.15,21.89,17.99,38.36,21.76,93.17,1.34,0.42,2.2,0.05,1.32,1.5,26.01,53.93,1.11,7.24,11.71,12970,65.45,50.05,15.4,4.86,10.55,34.55,16.85,17.69,12970,28.37,40.91,12.43,10.31,5.05,1.77,1.16,8.7,0.05,0.0,0.05,8.65,4.52,4.13,91.3,2.31,0.4189,9.5,3.47,6.03,90.5,68.67,21.83
2018,27049,Goodhue County,mn,780.4044,96.98,3.02,46217,61.06312,49.97,50.03,22.57,18.59,40.29,18.55,94.26,1.12,1.02,0.76,0.0,0.73,2.11,23.92,56.96,0.73,6.62,11.77,19313,66.03,53.47,12.57,3.06,9.51,33.97,16.6,17.37,19313,27.38,38.15,13.56,12.37,5.79,1.68,1.07,6.36,0.13,0.01,0.12,6.23,3.62,2.61,93.64,2.34,0.4171,9.84,4.72,5.11,90.16,71.31,18.85
2018,27051,Grant County,mn,575.4818,95.19,4.81,5938,10.839789999999999,50.86,49.14,22.3,16.54,38.04,23.12,97.07,0.17,0.4,0.02,0.0,0.4,1.94,19.35,62.96,1.23,6.58,9.88,2600,68.69,57.12,11.58,3.92,7.65,31.31,16.42,14.88,2600,26.85,42.58,12.85,9.62,6.42,0.81,0.88,5.23,0.58,0.0,0.58,4.65,2.92,1.73,94.77,2.25,0.4472,8.8,2.82,5.98,91.2,67.43,23.78
2018,27053,Hennepin County,mn,606.5712,91.31,8.69,1235478,2230.718,49.42,50.58,22.12,25.77,38.82,13.29,72.64,13.05,0.71,7.09,0.04,2.86,3.61,36.97,47.48,1.24,4.28,10.03,503476,57.4,44.45,12.95,3.73,9.21,42.6,20.1,22.5,503476,32.89,33.4,13.71,12.08,4.76,1.85,1.3,6.9,0.56,0.3,0.26,6.35,3.06,3.29,93.1,2.4,0.4872,5.69,2.52,3.17,94.31,80.41,13.9
2018,27055,Houston County,mn,568.8369,97.05,2.95,18663,33.80712,50.09,49.91,21.7,17.16,40.94,20.21,97.09,0.99,0.23,0.7,0.02,0.2,0.78,23.69,59.43,0.59,6.65,9.64,8181,65.11,54.53,10.59,2.85,7.74,34.89,18.03,16.86,8181,29.9,38.06,14.9,9.78,5.52,1.41,0.43,5.54,0.1,0.04,0.06,5.44,3.07,2.37,94.46,2.25,0.3941,8.96,2.84,6.12,91.04,71.36,19.69
2018,27057,Hubbard County,mn,999.4913,92.65,7.35,20862,22.52903,50.57,49.43,21.13,15.0,39.36,24.5,93.76,0.74,2.19,0.59,0.0,0.63,2.09,20.63,62.14,0.89,5.75,10.6,8705,70.75,59.09,11.66,4.02,7.64,29.25,15.6,13.65,8705,25.02,46.21,11.07,9.62,4.84,1.98,1.26,5.43,0.2,0.0,0.2,5.24,3.17,2.07,94.57,2.37,0.4191,12.54,5.12,7.42,87.46,63.8,23.66
2018,27059,Isanti County,mn,451.63699999999994,96.48,3.52,38974,89.44224,50.6,49.4,24.09,20.36,40.5,15.05,95.33,0.49,0.41,1.3,0.02,0.48,1.98,27.3,53.79,1.05,4.82,13.03,14702,70.24,53.93,16.31,6.22,10.09,29.76,16.27,13.49,14702,23.0,38.93,15.01,13.29,6.09,2.19,1.48,8.58,0.5,0.03,0.47,8.07,5.0,3.07,91.42,2.61,0.389,8.49,4.03,4.45,91.51,76.14,15.38
2018,27061,Itasca County,mn,2927.8759999999997,91.1,8.9,45203,16.94699,50.69,49.31,21.11,16.59,40.34,21.96,92.84,0.5,3.68,0.41,0.0,0.19,2.37,22.74,58.12,0.64,6.97,11.54,19346,65.33,54.02,11.31,3.73,7.58,34.67,17.86,16.81,19346,28.53,40.85,11.82,10.41,5.02,2.05,1.32,6.82,0.27,0.01,0.27,6.55,3.47,3.08,93.18,2.28,0.4285,11.13,4.22,6.91,88.87,67.94,20.93
2018,27063,Jackson County,mn,719.2349,97.74,2.26,10047,14.29217,50.45,49.55,21.96,18.05,39.16,20.84,94.55,0.13,0.1,2.89,0.0,1.4,0.94,23.37,59.24,0.63,7.41,9.34,4388,64.04,54.08,9.96,3.65,6.31,35.96,21.4,14.56,4388,28.37,41.75,11.08,9.75,6.49,1.87,0.68,7.47,0.02,0.0,0.02,7.45,4.74,2.71,92.53,2.26,0.4418,8.54,3.18,5.37,91.46,70.12,21.34
2018,27065,Kanabec County,mn,533.6833,97.74,2.26,16004,30.6811,50.82,49.18,21.68,17.3,41.28,19.75,96.3,0.35,0.85,0.54,0.01,0.12,1.82,25.36,55.61,1.19,6.59,11.24,6449,67.67,54.29,13.38,5.77,7.61,32.33,17.31,15.03,6449,25.82,40.41,14.68,9.68,5.83,2.37,1.21,8.79,0.11,0.0,0.11,8.68,4.68,4.0,91.21,2.45,0.4019,10.99,5.15,5.85,89.01,69.64,19.36
2018,27067,Kandiyohi County,mn,862.3535,92.47,7.53,42658,53.49694,50.24,49.76,24.23,20.8,37.1,17.87,88.58,4.82,0.42,0.91,0.0,3.64,1.64,27.07,57.52,1.08,5.71,8.61,16699,68.47,55.69,12.78,4.12,8.66,31.53,15.02,16.51,16699,26.47,38.43,13.48,11.13,6.41,2.2,1.87,5.08,0.04,0.0,0.04,5.04,2.81,2.23,94.92,2.49,0.4338,7.35,2.37,4.98,92.65,74.04,18.61
2018,27069,Kittson County,mn,1103.598,99.57,0.43,4337,3.9469819999999998,50.7,49.3,21.74,15.33,39.5,23.43,97.69,0.88,0.37,0.35,0.0,0.14,0.58,27.45,56.18,0.92,7.57,7.88,1891,62.67,50.98,11.69,4.23,7.46,37.33,20.94,16.39,1891,33.26,38.97,12.27,7.56,4.71,2.22,1.0,4.02,0.0,0.0,0.0,4.02,1.16,2.86,95.98,2.17,0.4007,8.78,2.5,6.28,91.22,67.56,23.66
2018,27071,Koochiching County,mn,3154.0,98.42,1.58,12644,4.073176999999999,50.04,49.96,18.87,16.06,41.77,23.3,93.48,0.48,3.61,0.47,0.0,0.06,1.9,25.11,50.68,2.48,8.66,13.06,5566,60.83,46.6,14.23,5.73,8.5,39.17,20.14,19.03,5566,35.11,40.62,10.51,9.67,3.05,0.5,0.54,6.52,0.05,0.05,0.0,6.47,3.43,3.04,93.48,2.21,0.4583,10.51,4.87,5.63,89.49,66.41,23.08
2018,27073,Lac qui Parle County,mn,778.0104,98.33,1.67,6773,8.853354,49.86,50.14,19.4,14.88,39.55,26.16,96.53,0.84,0.21,0.83,0.0,0.84,0.75,19.95,62.11,1.26,8.52,8.15,3103,64.74,55.11,9.64,3.9,5.74,35.26,18.5,16.76,3103,29.97,42.38,11.41,8.31,5.48,1.8,0.64,6.9,0.0,0.0,0.0,6.9,4.25,2.64,93.1,2.14,0.4542,8.66,2.99,5.68,91.34,64.55,26.78
2018,27075,Lake County,mn,2109.266,100.0,0.0,10569,5.010748,51.36,48.64,17.59,15.28,42.08,25.05,96.63,0.74,0.58,0.03,0.41,0.39,1.23,18.71,59.66,1.1,8.12,12.41,5183,63.28,50.88,12.41,5.27,7.14,36.72,20.74,15.98,5183,31.1,42.14,11.5,10.34,4.05,0.66,0.21,6.62,0.37,0.1,0.27,6.25,3.22,3.03,93.38,1.99,0.3855,10.61,3.67,6.93,89.39,65.92,23.47
2018,27077,Lake of the Woods County,mn,1779.5379999999998,72.93,27.07,3809,2.934813,53.48,46.52,18.46,13.76,45.16,22.63,93.1,0.03,0.29,0.84,0.0,0.0,5.75,22.27,57.87,0.62,7.18,12.05,1585,64.48,53.75,10.73,4.92,5.8,35.52,23.15,12.37,1585,32.74,45.68,12.49,4.61,1.83,2.02,0.63,4.04,0.19,0.0,0.19,3.85,0.82,3.03,95.96,2.37,0.361,9.95,4.28,5.67,90.05,67.97,22.09
2018,27079,Le Sueur County,mn,473.8189,94.69,5.31,27983,62.368790000000004,50.41,49.59,24.04,18.19,40.92,16.84,96.12,0.84,0.19,0.49,0.01,1.19,1.15,27.16,56.97,0.68,4.94,10.25,10874,69.23,57.3,11.93,4.17,7.76,30.77,16.95,13.82,10874,24.76,37.33,14.27,13.62,7.07,2.42,0.53,7.86,0.19,0.13,0.06,7.67,4.04,3.63,92.14,2.54,0.3955,8.14,3.71,4.43,91.86,74.12,17.74
2018,27081,Lincoln County,mn,548.4323,97.88,2.12,5707,10.63189,50.03,49.97,22.95,15.75,36.71,24.58,97.76,0.26,1.02,0.16,0.0,0.25,0.56,20.59,59.95,0.61,10.33,8.52,2470,62.39,53.52,8.87,3.89,4.98,37.61,17.69,19.92,2470,32.67,39.39,10.2,9.07,6.36,1.78,0.53,5.26,0.0,0.0,0.0,5.26,3.24,2.02,94.74,2.24,0.4316,9.99,3.44,6.55,90.01,64.64,25.37
2018,27083,Lyon County,mn,721.6674,98.99,1.01,25839,36.16827,49.49,50.51,25.19,23.84,36.01,14.97,86.96,3.48,0.38,4.14,0.01,3.23,1.79,31.77,52.58,0.77,5.94,8.94,10050,64.67,51.02,13.64,4.25,9.39,35.33,16.71,18.63,10050,29.3,37.13,12.85,10.68,6.34,2.43,1.27,7.22,0.02,0.0,0.02,7.2,3.83,3.37,92.78,2.44,0.4652,6.84,3.05,3.79,93.16,76.94,16.22
2018,27085,McLeod County,mn,505.5276,97.22,2.78,35825,72.89125,50.03,49.97,23.32,19.82,38.99,17.87,94.92,0.56,0.19,0.63,0.0,2.39,1.32,27.83,54.54,0.91,6.34,10.38,14884,65.18,51.41,13.77,4.99,8.77,34.82,16.64,18.18,14884,28.18,36.57,14.47,12.8,4.58,2.46,0.95,9.41,0.04,0.02,0.02,9.37,4.73,4.64,90.59,2.38,0.4113,8.97,3.67,5.3,91.03,73.03,18.0
2018,27087,Mahnomen County,mn,582.906,95.7,4.3,5506,9.869741000000001,49.55,50.45,31.38,17.49,33.8,17.33,47.2,0.51,40.37,0.38,0.27,0.27,10.99,39.36,42.83,0.79,6.31,10.71,1938,64.5,42.05,22.45,7.48,14.96,35.5,17.29,18.21,1938,29.72,33.28,14.91,10.84,5.83,2.32,3.1,10.27,0.0,0.0,0.0,10.27,4.95,5.31,89.73,2.81,0.4381,9.13,3.52,5.61,90.87,71.23,19.64
2018,27089,Marshall County,mn,1812.906,97.91,2.09,9392,5.291087999999999,50.69,49.31,22.8,17.74,38.88,20.58,97.11,0.38,0.3,0.33,0.02,0.46,1.39,22.97,61.18,0.53,6.09,9.24,3964,66.95,55.83,11.13,4.82,6.31,33.05,18.92,14.13,3964,28.36,41.57,11.53,8.98,6.21,2.93,0.43,5.58,0.15,0.1,0.05,5.42,3.38,2.04,94.42,2.34,0.3922,8.36,3.3,5.06,91.64,70.04,21.6
2018,27091,Martin County,mn,729.5776,97.64,2.36,19964,28.02631,50.43,49.57,21.58,18.58,37.39,22.45,96.21,0.32,0.13,0.38,0.07,1.27,1.63,23.34,54.01,1.29,8.95,12.42,8653,62.21,49.14,13.07,5.69,7.38,37.79,20.06,17.73,8653,32.64,40.29,11.22,8.17,5.58,1.53,0.58,7.21,0.06,0.01,0.05,7.15,4.75,2.4,92.79,2.27,0.4358,10.0,3.37,6.63,90.0,68.0,21.99
2018,27093,Meeker County,mn,644.7756,94.31,5.69,23079,37.95463,50.81,49.19,24.32,17.03,39.74,18.91,97.36,0.55,0.15,0.28,0.05,0.5,1.11,24.31,58.41,0.4,6.32,10.56,9191,67.7,55.8,11.89,5.46,6.43,32.3,16.56,15.74,9191,27.76,39.68,11.02,10.76,7.2,2.36,1.22,6.73,0.12,0.07,0.05,6.62,3.8,2.82,93.27,2.47,0.4281,9.4,3.69,5.71,90.6,71.31,19.29
2018,27095,Mille Lacs County,mn,681.6046,83.97,16.03,25728,44.95044,50.01,49.99,24.25,18.86,39.13,17.75,90.48,0.42,5.03,0.8,0.05,0.33,2.89,28.67,50.97,1.2,6.53,12.62,10136,66.63,48.72,17.92,6.82,11.1,33.37,16.79,16.57,10136,27.75,35.18,13.57,12.05,7.15,2.44,1.86,9.26,0.07,0.02,0.05,9.19,5.5,3.7,90.74,2.49,0.4191,10.1,4.73,5.37,89.9,71.84,18.06
2018,27097,Morrison County,mn,1153.386,97.55,2.45,32949,29.28555,50.5,49.5,23.49,18.08,39.97,18.46,96.74,0.53,0.22,0.47,0.0,0.67,1.37,25.18,57.6,0.58,6.54,10.11,13488,67.6,55.09,12.51,4.76,7.76,32.4,15.52,16.87,13488,27.79,38.27,12.37,11.52,6.93,2.05,1.07,7.07,0.09,0.01,0.07,6.98,4.14,2.84,92.93,2.4,0.4342,9.84,4.54,5.3,90.16,71.3,18.86
2018,27099,Mower County,mn,711.5668,99.97,0.03,39602,55.67329,50.62,49.38,25.1,19.58,37.0,18.32,88.34,3.6,0.17,3.11,0.39,2.18,2.22,28.61,52.59,1.0,7.07,10.73,15502,65.13,50.64,14.49,6.36,8.13,34.87,16.86,18.02,15502,29.59,36.84,11.76,10.35,7.63,2.34,1.5,6.62,0.14,0.03,0.11,6.48,3.81,2.68,93.38,2.51,0.4485,8.97,3.53,5.43,91.03,72.01,19.03
2018,27101,Murray County,mn,719.5022,97.94,2.06,8353,11.85392,49.92,50.08,21.23,15.67,38.11,25.0,96.56,0.59,0.23,1.25,0.0,0.4,0.98,20.3,61.22,0.95,8.27,9.26,3702,64.29,55.35,8.94,4.43,4.51,35.71,17.31,18.4,3702,30.9,41.44,11.99,7.7,4.89,2.43,0.65,4.84,0.08,0.08,0.0,4.75,3.05,1.7,95.16,2.22,0.4055,9.56,2.95,6.61,90.44,65.32,25.12
2018,27103,Nicollet County,mn,466.9714,96.07,3.93,33783,75.3005,50.13,49.87,22.0,26.31,36.62,15.07,92.53,3.15,0.03,1.75,0.0,0.65,1.88,34.23,51.45,0.52,4.6,9.19,12738,67.12,53.54,13.58,4.57,9.01,32.88,15.21,17.66,12738,26.51,38.96,13.68,13.45,4.64,1.63,1.12,5.5,0.0,0.0,0.0,5.5,2.46,3.04,94.5,2.42,0.42,6.58,2.91,3.67,93.42,77.77,15.65
2018,27105,Nobles County,mn,722.552,98.97,1.03,21839,30.54004,51.45,48.55,26.89,22.0,35.51,15.61,79.1,4.67,0.6,6.55,0.03,7.27,1.78,32.15,51.62,1.18,6.67,8.38,7897,67.86,51.55,16.31,7.08,9.23,32.14,15.78,16.36,7897,28.04,34.77,13.4,12.08,6.42,3.79,1.51,5.58,0.1,0.06,0.04,5.48,3.33,2.15,94.42,2.71,0.4307,6.63,2.54,4.08,93.37,76.11,17.26
2018,27107,Norman County,mn,876.7302,99.55,0.45,6559,7.514989999999999,50.68,49.32,23.4,15.84,39.52,21.24,93.18,0.53,2.53,0.63,0.0,1.13,2.0,25.58,55.0,0.71,8.25,10.45,2776,63.33,51.84,11.49,4.65,6.84,36.67,18.55,18.12,2776,31.41,39.7,10.48,8.57,4.9,2.99,1.95,6.95,0.04,0.04,0.0,6.92,3.46,3.46,93.05,2.31,0.4143,8.77,3.27,5.5,91.23,68.97,22.26
2018,27109,Olmsted County,mn,654.8629,99.79,0.21,153065,234.2201,48.89,51.11,24.69,22.31,38.37,14.63,84.21,5.92,0.31,5.82,0.05,1.03,2.66,28.85,56.12,0.77,4.66,9.6,60770,66.52,53.67,12.85,3.44,9.41,33.48,13.81,19.67,60770,26.82,35.56,14.89,14.36,5.23,2.01,1.13,6.23,0.21,0.12,0.09,6.02,2.53,3.49,93.77,2.48,0.452,7.07,3.04,4.04,92.93,77.53,15.4
2018,27111,Otter Tail County,mn,2224.542,88.64,11.36,57992,29.40997,50.46,49.54,21.72,16.75,38.69,22.84,95.21,1.38,0.51,0.6,0.02,0.79,1.49,22.26,60.88,0.84,6.87,9.15,24226,67.25,57.82,9.43,3.24,6.2,32.75,16.31,16.44,24226,28.42,42.36,11.48,9.92,4.99,1.73,1.1,4.91,0.18,0.0,0.18,4.73,2.8,1.93,95.09,2.35,0.4283,9.4,3.13,6.26,90.6,67.68,22.92
2018,27113,Pennington County,mn,618.2503,99.73,0.27,14184,23.0044,49.73,50.27,23.39,21.16,37.98,17.48,93.59,1.23,1.74,0.99,0.01,0.26,2.19,30.07,50.67,0.52,6.95,11.8,5970,61.32,46.03,15.29,4.24,11.06,38.68,19.23,19.45,5970,32.16,36.47,12.21,11.56,6.16,1.16,0.28,7.74,0.22,0.0,0.22,7.52,4.19,3.33,92.26,2.33,0.4163,9.72,4.61,5.11,90.28,72.58,17.7
2018,27115,Pine County,mn,1434.556,98.38,1.62,29129,20.64,53.72,46.28,20.19,18.42,41.96,19.43,91.44,2.27,2.46,0.57,0.08,0.44,2.74,28.91,48.33,1.74,6.73,14.28,10690,63.6,50.0,13.6,5.56,8.04,36.4,19.32,17.08,10690,30.65,39.75,11.81,9.77,4.68,2.27,1.08,7.66,0.18,0.0,0.18,7.48,4.07,3.41,92.34,2.57,0.4385,9.11,3.88,5.23,90.89,71.78,19.12
2018,27117,Pipestone County,mn,465.9624,99.81,0.19,9185,19.750329999999998,48.35,51.65,24.93,17.92,36.72,20.42,92.67,1.4,1.69,0.93,0.0,1.77,1.54,19.53,59.85,1.42,8.77,10.43,4007,63.44,53.06,10.38,2.3,8.09,36.56,17.34,19.22,4007,31.52,37.46,12.18,8.81,5.54,3.32,1.17,5.67,0.2,0.0,0.2,5.47,3.24,2.22,94.33,2.25,0.4641,7.24,1.73,5.51,92.76,71.07,21.7
2018,27119,Polk County,mn,1997.7910000000002,98.66,1.34,31591,16.02731,50.54,49.46,23.92,21.29,36.96,17.84,91.98,1.96,1.42,0.96,0.05,1.39,2.24,28.52,52.92,1.43,8.0,9.13,12516,62.27,50.36,11.91,4.32,7.59,37.73,19.49,18.24,12516,32.99,34.52,13.58,9.44,5.93,1.94,1.6,5.81,0.0,0.0,0.0,5.81,3.51,2.3,94.19,2.42,0.4281,8.46,3.54,4.92,91.54,72.99,18.55
2018,27121,Pope County,mn,717.1329,93.37,6.63,10980,16.399,50.66,49.34,20.93,17.7,38.01,23.36,96.76,0.37,0.21,0.53,0.0,0.73,1.4,19.01,61.68,0.99,7.45,10.86,4972,64.7,54.47,10.24,4.4,5.83,35.3,19.03,16.27,4972,30.07,41.59,11.46,9.65,5.07,1.61,0.54,4.77,0.0,0.0,0.0,4.77,2.92,1.85,95.23,2.17,0.4212,9.41,2.96,6.45,90.59,67.5,23.09
2018,27123,Ramsey County,mn,170.0824,89.5,10.5,541493,3557.3140000000003,48.73,51.27,23.36,26.81,36.12,13.71,66.76,11.77,0.69,14.25,0.04,2.22,4.28,39.07,44.14,1.39,5.0,10.39,209069,58.61,42.21,16.4,4.51,11.89,41.39,18.27,23.12,209069,33.01,31.91,14.01,11.57,5.27,2.26,1.97,7.49,0.45,0.18,0.27,7.05,3.18,3.87,92.51,2.52,0.4655,5.52,2.4,3.12,94.48,79.7,14.78
2018,27125,Red Lake County,mn,432.4951,99.98,0.02,4008,9.269042,50.75,49.25,24.58,15.92,40.12,19.39,94.79,0.3,1.32,0.07,0.0,0.75,2.77,22.62,60.49,0.44,6.17,10.29,1691,67.12,55.53,11.59,3.37,8.22,32.88,17.5,15.38,1691,28.39,40.57,10.88,11.83,5.56,1.89,0.89,4.73,0.0,0.0,0.0,4.73,2.66,2.07,95.27,2.35,0.4097,9.66,4.23,5.43,90.34,70.06,20.28
2018,27127,Redwood County,mn,881.747,99.64,0.36,15331,17.44989,50.35,49.65,24.38,17.81,36.84,20.96,88.3,0.78,4.9,2.86,0.0,1.74,1.42,27.38,54.8,0.87,7.04,9.92,6240,65.29,52.13,13.16,5.21,7.95,34.71,17.47,17.24,6240,31.04,39.21,10.61,8.56,5.61,2.96,2.0,6.23,0.03,0.03,0.0,6.2,3.94,2.26,93.77,2.4,0.4171,8.29,2.29,6.0,91.71,69.98,21.73
